Delegator,Amount
cosmos1n5k2jnjldspljxmrqmnujq0p35q2qpnh373pzt,152.08
cosmos1dapu647kuntvpygukzdd8emzds559cjt68w48r,15.625589
cosmos1cs94970twlasjncg5y2lrprql4wwkqecpd4mhk,54.893049
cosmos1tza0u0eg45wfkq0yqyac5cju6p44unrceamfxm,89.347903
cosmos1v5jxaar9xlscgkwgm7ugwd9jzt9ksjwsm2vken,139.79421
cosmos1qnz8rrgad9ezxnel94xqs7nukkxl3h3c4y4ala,0
cosmos1j82dequdwh3ff94hmpk4zuth5t529meyxkj4fp,0
cosmos1zuua0nsq4yyaxckt0t5y4835nv9mhg9u95a9ds,184.568737
cosmos1gmxy4l8kdt0r2aw9khpehyya9txylmfs24x0sj,9.589468
cosmos1ttnenshm0cnx2rhqd6prqjdahqc0tugwcq8a2m,9.14477
cosmos15kzy7ep24z7tzc7dcy6yy2g0etfvk43se0f4s0,9.86371
cosmos1qmznansjxxkry2c7k6n84027wsv3p864trpa7f,6
cosmos1yr907aleckaufcejm2s5xk2r8mkp9d80nkrha7,451.474918
cosmos1nwrj5fnr2nscuk8jazrewh52l0jw5gxqfdhslg,0
cosmos1w3en579zfd33n3mzutdw5xgc3vcenyawvxwcf5,8.052027
cosmos1guqp3wf9ycge9mcjxtk6hkx7a35u8rcuacenry,33
cosmos1x4efag5ghx7qvtugw5fjzrnhzztngvayxay67e,6.379395
cosmos1x4ejnl4gnvdqfp4l30w0knj9aea35fsgw8gy6j,3.702706
cosmos164tephgcmpjn749h3ewawjfwuvcmmdwuv9yguw,12
cosmos1jwe24t3kxnckrfsqpzfempleruldtgrfluuunu,14.97575
cosmos19w98vxzntashyy0rnxa2zhe3220qqcmslylxd3,16716.83947
cosmos1dzrup5xh46tfxrlz7f8hnh2l3se63zsqm33xn0,8.725349
cosmos1mvwhg3fxmh9x36gjqcjlzpanzzpacdaxpjjf00,8.151271999999999
cosmos1rp82kphxf67zz3k5x64t7uq9r88az2mvau8y6k,0.000001
cosmos1s3vsjaee8clpsk2kr59yl2v2n6t0xzxzymg4cz,150.000001
cosmos1n7a5c20jvaqhlnqzg3cr52nls8qyfndacz0hx3,0.906048
cosmos1xrk7x2fetnvwxa89k6wa2qqhgk5cpjtkaa9xg8,285.555231
cosmos1863h3fauz00sjmpyfrqre55732f4l00nvykrsj,4.887583
cosmos1pue0gkg6wkrydc29y8sm88tehpvp8jfwxvgnc0,129.101442
cosmos1fsetuetc0mvef78cd39lal5g6vm7c34s738j5l,0.039094
cosmos19j8tnm4cxtt4xznrqkdhgfmaxtkk6tlqlsdsgm,5.75423
cosmos1fn7tgra2yx0p58edxvs94nwqvmwmcxe0067jzv,40
cosmos1dkpc7akx3anmhjymzh5cytzmy4vr3dqdgd5lew,590
cosmos1tmptpwld8vjufha47sv3juv6urxl487h374ag7,35.480247
cosmos16gfn6etzclfvep6hythqtj7fjg3krpg905ts73,1
cosmos13qkyg04qn0czm5ljnqht3xhk5j22axulglfp8y,0.000001
cosmos18hckvw63rlxakm7dmp2gjaxkhmkj4953weep5v,3
cosmos1xr3y2h2rxuswsta9s7jeya8mnyhtrp3rvwfdpk,26.874336
cosmos1g86dnvlnqmuce6wcv6e7qn9uspmszypslpy8pk,11.896402
cosmos122v237z5rxccr402j0u4xs30v7xkehee0rljd4,0.030996
cosmos1vw9m9kmu9hx59sgndu2tlzuxqaq5fk55twn4z3,424
cosmos1v3yz47qhzyz6ff0357qywzydppnky0wcjvecul,750.380419
cosmos1zqhhqg3h3y74k2xd5sg2da0q4r9kh5hffcldr4,0
cosmos1khn9czujy0qchw73yue4ksxyapj07sac2ep2gr,0.000163
cosmos1xucapxf2cl9karcu7e5yv83ekzuw5utahfktzl,95.340111
cosmos19tcj3w73c7hujn2u24xdwgpejyehayj6hz2um0,119.010939
cosmos1z4592ryvdrw0t0s4fq4z6z8wte88utu4lgd4mj,0.008608
cosmos167y3d8n35gmkumlp550ql0ltp5drahdz5xe0cx,0.108255
cosmos19jregnj63tv8p7lpdhv5pkv3fjhvq8zwz9u6qq,0
cosmos1n6l2tyjtv7ntu5ggs0csrt4l7cxm5v3mrxhzsz,17.344445
cosmos176nrgqalcsexey56rvt0vk440eh6lu7lph84dm,76.931412
cosmos1l326k2v94j4yk94ak5zxuefq6n022ejd4382zl,73.792111
cosmos1ml0g27jpzg2r5uu7z7p3xceg0fz450l3z226q5,1935.278897
cosmos1wm5dhq3v0839mdaa3s9exkjjxzfphu6nneftqw,0.001
cosmos1jct004eh8mp4z8gy8lmu70vj23gpe8wyrdxkkq,4.029
cosmos1uwwxx8k3pramftrljdltwj4sr622lhp7q4zf8h,1370
cosmos18fg6lnzr2pa8fdgx59we6mjx8j9xazamnhahmr,10007.68
cosmos16wwv4d7f6t6kj25c2ph9x2nfferlv0k0q7h43a,19026.588977
cosmos160m3qr2nesfufmu7n0kltdd86nkgj7laxmgjax,100
cosmos1m0htps9jaf4zreqyuhddm7zlw6xlymgmvljjxd,52.050504
cosmos1ayeekxshgk5macc9207f3t6zx44smkwu84fcd4,3.596581
cosmos1ex47h497qaw5334ug3r23j736cdzmuv4dz09ct,3092.807247
cosmos1vmzuslyqkctw3mjy36rmv8hx5vnn86mmuyf0tn,2000.5552389999998
cosmos1fy5q88wxf6vny3q8qlx6ms3ucmjcd6leef5vax,38.792356
cosmos1dyrl42cxym743vu9tjgyhzqp9c4n47da5ecd43,7.96903
cosmos18vu0gsq85x2ys00sy69j5xknluhlrcga0a4g85,54.733351
cosmos17sw5nvqvut9yc2y2hy9nas0ff8euxdapmtsyad,5004.9
cosmos10pr7uvge79vv7jwwy0xnqk6pkrykd9j054r3yz,47.135095
cosmos137xvxx463nd989zkm8jkjz2ng68d5g0pcra42k,0.00068
cosmos190r3wrl2jexq9hyahl4pd5wz66rrt4wpefcc2w,0.6
cosmos17y57kjy3rhevvg0svetq2xh9fwdaexl2grsefw,6.691
cosmos1jztpawtpc9ns5m8zrfpjs0yx7vf3lqv0pr62se,62.41478
cosmos1s4ky9nelrpe4axxpnj43hp0m5tjyf4qp63hy7a,3.379662
cosmos1fgujyr743zcp8rn50lq835vfx24lf4uavrgmzx,0.009999
cosmos1cwlzck35k6uuad3ww0p08tfhygpz8g92rlcga5,9.900617
cosmos1f37ahhe8ml3cm9tzv7pnz26n6quaqlgreuktmj,19.613061
cosmos1gfrdl5a9wwg0dhaf82mn5km46hlfwulqap664t,70.009327
cosmos1tsf0gvtpxmh38zen3pcfhrzd0e4afg3jyp4402,35
cosmos1uhxrkl4ydzme5sta6axpr88hgndl4d6v6kv2jf,0.99
cosmos1cjlq3c2lkffkhrf89y9ufd6upn3zdpgh79m47x,275.60614499999997
cosmos1ze5y7nl0xz9v88f74hay98hfs4322m9ffr978g,5.22212
cosmos1qlntp4nlekmtp0zyh3wqtv4n5yrr9654nkdvar,8.248329
cosmos1ut7jp6tr9wdj4d4lms0tdvhauyuxwv0g8404sv,0.163805
cosmos177c0z4g4tk2sx8qv6jzwlz5eh39f6lnyej45g8,209.513256
cosmos19hv3h65nlvpqfum4jgugct78ak8wfemjfeyygj,0
cosmos136mt9mglcrpayn2yue55aeh604zghplg8nxzcl,19.389122
cosmos1cprak9gfdchz4da8680va3wuup3tpnmt5dvstk,3800
cosmos1qqm0auy74thqsm326wyyw6d2qpeavary38t776,163.477996
cosmos1cqkqaxd3yjpemmxlwerkp6lmhgchynk0mmkyxg,59.936458
cosmos1ttk4jtlaztpyv8jc8crkm7t5s8n0qk8vpqc3lf,5.203981
cosmos1jmhg9w04fe6rsd7xp0xmztcuwkcgnj6jsfnmmn,11.964
cosmos1te9ap9whvj4tselrda3lna8en7pkryej7fagy8,8.583229
cosmos1h9u4ut45d87r6kmpu43tvfh8dfuzhdfsp8c27j,44.9
cosmos19rechqaq7v6pt4qx2uaqydv8qdf8xrp7ngtz68,42.816237
cosmos1q2dev9cmv00j9d3myfj6ad95meeejsgefjvyxy,33.134262
cosmos1g4fvq4tyuy66klg63hek0yn7x630xlyejkwz4z,7.9
cosmos1ztrtav3xgwsnrj3tajkl95uzgd68cy6tpx6p77,0.009999
cosmos1syw76tc6knufgg6878xwuwrg38d4t9dlz7j6dg,17.255
cosmos1g7t8a6l28zlgzp6kxd6y9k3x3l2glt5yh0c4sl,97.123596
cosmos1jyzqtvndgf8xzmrcg0uhx42z08c3mq4awgead7,41.442491
cosmos1xgh5wn59jm7kumcelvwc9tf6z2dwu2maqp96qp,700
cosmos1yazf5yut2pee72lt5px3d3vr28muydnyukkldy,0.000001
cosmos12cet6navw8jjwt7d4p2mtkr05etk684cdnmchz,0.000001
cosmos16j02zaetn09d2x87rdued8ea4zzt9ff0w3cx3d,5.609469
cosmos1lx2r604py0yaxazcshm68mryzc4gp5u3j005z0,21.35202
cosmos1uqdd3d6zdmtezjgs8hak7egp0m6n534x9dxegf,4.575588
cosmos1m2nxz780vmsyjr4umj0l88uktdv8wzqkzq4420,800
cosmos1mv65l5hhej4mvu0ramz9wt30zdh9phzzfjxvry,31.08597
cosmos1dan59ugvsm7a03647vtjjvptzg8lmg3apvn7uy,5.083749
cosmos1ena8jpxapp8h8930eejd05dj8h7ngymrcvykka,0.994
cosmos1vjr6n50n8rjpll7e80eamq7hzgna428xqcylnr,41.787405
cosmos134r60uec5zzq3pz8pkuewd7fupj5ma2zaul0ks,65.924
cosmos1xg2amu35nm7egs599xpjsd99g98l5qvsqv5225,75.81469899999999
cosmos18m7mh7t05lgexewjek8p2dvcrm2e2w22nhgfjq,38.761516
cosmos1k9a0cs97vul8w2vwknlfmpez6prv8klv29tea7,0.443208
cosmos1npv08gnqhq3tlukaqs9zaew4dcmf5w3ygwv5uw,6.071007
cosmos1zmka9dldxfhmr3rum9ynk9esnj8pg335da8ua9,0.000001
cosmos19xd9985wqy0ej09fwgcy926gascchfndlvp04h,26.084687
cosmos1rrf83npm7p35l4yysrpw7xkdeymfp72t02f66w,7.996183
cosmos1g57r4mxms39vhxdgttydhh0vlgyyet0uq7qawf,7.83246
cosmos17mu4uveh5muwj65s5wmmdpp88xknftt4l9n20z,21.524702
cosmos19c82w5v5fyaadrnart2z7qkwzqmr6grwv6kc6n,71.928375
cosmos1tffjpwjpmc2tvwnq9jp3u84uynw3lu28w0xdd5,1126.065584
cosmos1qup3zmhzweatfn3lg4eq9ljqznfrjh89htrxta,100
cosmos15r8rs9c9vfcxgkgphcg3thkmqe2pdcdzvc2ewl,40.261142
cosmos12xn8lwmk9d2qltl4q7q5m0snjjtnv4plqptqtw,191.83878
cosmos1sck4fvxj8cmh7xxvjj7yxthajf8su0422wprvz,4.97
cosmos1rv8pptw5nh9f3csmzlj96su47w0v0wzhs4mqzh,91.28815
cosmos1fpgecyhgy64r9jvkn5k0wc7u0krj8nsrluhhen,185.497739
cosmos1jh6jxvmnt3ftkpef2u7spffd8m99k6g3dfrw7w,13.8
cosmos1fpc0k82a9qrrph0ufta7q7ajwj2z6mu3r9wf7h,0.8832450000000001
cosmos1yvha8mnka0yyxtgrcfp9mqs3wgwuajha2mzfkv,6.3
cosmos1x32dpc7qsd5dsvdru6wfsme4f53tf839luz6sn,1
cosmos1emjhp3j9af7n7t2hc9c0wamn6u60f7f0my63u5,1
cosmos170smen9kcqpzcccpkwu3u3tktvd925gnf9seh4,36.50845
cosmos1k5ehhteq3wgpka630lt6qwp90nhrpflyekknj4,66.03932
cosmos1dpynwcq2entylwtxx2mx5ve0h8ruc24ualg8yc,4.62499
cosmos15ldkt3wd5hez8wx6m3hq7a0jkkypcqp4nkn6xq,86.813166
cosmos1vq886unmu8f6ly8p4jfl9rk2p06p8vtxfunj04,3064.817842
cosmos1f879chlga3ays0wfv9eg7f0mvl8lhf483d8jlv,1.92956
cosmos1d5xn3xhzp0hnvzf5q630l2xc6lawxw7czt9q63,27.505908
cosmos14jhecch3fckr5a5g8ltuu3j0rm0vjkn3p6xnlt,0.895391
cosmos1p7dncaenxze9ghfra8n0acp42n266kkkjyqs2s,24.097988
cosmos12z36shslpy8pgd8xj7qs8kel709l2h05z2544x,60.782034
cosmos1etnc34ykkflgkw4xex4r5fj5m8xclr6a43t2nq,5.7686969999999995
cosmos1jezdvqdz4lu367r2zawj0h04l564nz6jrqjk26,56.343504
cosmos146jzmehjrwq4f6d7afpne6wxt3j3gnxt6fzjp3,0.60823
cosmos1pw5zfsve202kpvf6ddkh5ht8hl0066t7ma3p9s,0.000001
cosmos1sul2qpfhm6gdhj8n0uajjxp3h52jqwxuk8d9t6,0
cosmos1mg7nlygc58tzf5x8yf7kc7t5x4ul5rthejghz9,7.019836
cosmos12tdulmvjmsmpaqrpshz0emu0h9sqz5x5yyczy7,20.27337
cosmos16psm75k68aqglu4n3emslrc7uwyq2ncuzgc2q5,464.924139
cosmos1raln4tcuwypu8glpmxas2vptl5awxg6p0g5tly,40.018889
cosmos14uv8h6k2r4yxcmawzkmxeavmua3s8xpj7up9h9,25.1965
cosmos18xhs7tmx833m36y7gvq9y4pqtymuu9xagfxf34,133.279476
cosmos1f424973aucev47xtekwuq7fk35ntg98ny59uv0,23.538472
cosmos14g3r9e0egp2rlz5gp4288z7aayfruavazutg85,11340.863751
cosmos1pr3hyzcwdekk6jq0sl8a309k380ffkvqqsk7kd,0.001335
cosmos19af2llpsh6v48c48trat9vmy09ps3rmgssvaxa,5.895
cosmos165jde6w6lu3dch8hv4sw2u0323wncla9qlwar0,9.99197
cosmos1z8fx4rusaxe92cgyphn8fk3lh9st9knn8f7sl7,22.915738
cosmos17d8wtvnrvrpmtq6ehgq26g7s2p6hlz2hd095w0,3.456147
cosmos1x3ph02hnt58vxewrrw3vu7vxzfqcadw5d084zc,12.1915
cosmos1eptl46czs4fvs7qdxlpvdmvvhled7s6wlyxe2q,51.556509
cosmos1ypu86vzlh74j3cq64cftyvkrlmnyu7wghzs78a,10.735769
cosmos195z0ax708mslvkugaerrcd56r9gtad9kyv3zry,81.777314
cosmos12ej5z66ckuveygrztrmv0ndplulgjpk2585vhe,4.323372
cosmos12989rqewqdsyr4m7l2zp34ecmyujv77j7p0v37,13.36
cosmos10svc0gfhkkx9w8qstgzc6eysx5jm6aanr3yler,23.589269
cosmos1dgzr9urjrvyzy09xfjhd35lgqrd7vge3qcnkq3,425.6534
cosmos1vevrcfluf2rkvklx23qmnwdlctaznds77f8uqy,83.723789
cosmos1fhr7e04ct0zslmkzqt9smakg3sxrdve6etv27e,2779.397
cosmos1z2w56uyp36j5vzg8xcrew75vcfqa9sfs7v3a0m,1072.171877
cosmos1x3j2jv5q3ea9mkjnk93efegvudd3kek2qg0x65,22.484705
cosmos1hmr3whavd9pxxw00s6qh5nexlqjnkspjunshk4,228.49884
cosmos17pp0gdnswrpdczst85n39a9ltfnhan8aaxy3ly,15.104
cosmos1uja82adnlz27h7eg77wgzf9zmnrpkltvu6syxr,1.952007
cosmos1c0829zzzlm7lujdf8nn3mrhmg9zjugqnrrtzdg,445538.000022
cosmos1ru3wzsrfpyygvz9fe0hx9wcah04wdm9r7t3484,0.000001
cosmos183cjnd9zyxlw4g9shws69skldal2tawgmwm8a7,31.3965
cosmos1v3235dkhuyuelfjl4kq4mkaecxuv2h5m7c7ktt,0.0006
cosmos1pt29dkwsu2snk4v4mxtsdncezzk3gj2g8jsm60,2.171846
cosmos1gstvn9hvjph4r6rh3m2amr524tg2lnqrc8dj65,8.429493
cosmos15gajwl8xkgyrgqa6rg9v2wfpwf3xhhfv4vy4yv,2.992
cosmos1euzfxkf3trc7v48nv6p9lu35hxl7n865xw6q8m,0.44
cosmos1ajzl7nrxfhkrgmjdjea0gvn6ad3v9qpum07wv7,0.330975
cosmos1yh5xwwlxuymt0vdeads5ervr7qtxgp0gp8e7u2,191.727565
cosmos1tdp7dah4zvsnjs4mlv0nv5h9pa2l4vrkaxxs64,12.238918
cosmos1zrg62adghg89lzfqh967quyrh89mx5n02wuw0l,1
cosmos13qsqfuns69jctxn5hx8n7mxa94zez9fa2mqr66,0
cosmos1fa80n6arlylznp8wpyq96u7lszc4hnsn8swwp3,24.443115
cosmos1ugewpftcsa0zmdpgyf40evu5dge7gcdxpc686k,1848.440928
cosmos1yf5ynahp572pf8l560t85n6ypdqla9q9mz90ny,5.220092
cosmos1wx9shwhkjk0wuj2eq8q97tz3lcjmjgt5f4jjgz,13.840992
cosmos13xz2d98vr27m8cj2vpke7ustuqdyt7krmcuae3,10.761553
cosmos106w26czsvfq7qcce8sn0sjfhs3r5uaenyxzxm7,0.95
cosmos1ppv9xppurarjherdum38sl4vtvumh9lz4q7386,35.857612
cosmos1x0kwpx4v0a990qz3tl50p3lg7ve8c8cwyr82xc,99.99
cosmos14lf57udur7e00mgp9m5s5rw2zn336h8jmhnunl,218.606104
cosmos1waf0yzdvaflpfvn7scqm6rz7y746r8t5n9mpuj,252.30381300000002
cosmos1f4n4a3xyun8ntgk9skh50t2l884vfyej8v2ev6,100
cosmos1z7pkn6vhdg6v8kwqzjjla2hhyh5cfmvq4xcskl,1.9904380000000002
cosmos1xcekkl9l2f2r7tphht5d2mcr3n7pxqh842dtjj,0.985
cosmos1aggdgv0zkm8l7u9mu5wpsauws99kcn8n428l78,18.239936999999998
cosmos143mshn4mr9yelxnhd7dfpw3vvaj069739sraxh,1000.00006
cosmos1klw2xyz65ng5xjxwnvfmtwaqsuywpdh0swjuv4,210.076346
cosmos1qfffgwdkz2hl2hfy8exra908c9qpvhrlgyhwue,2.005362
cosmos1xzuqkarwcvd2gsjxewkmfnv5xnm3nspfz6dpvv,0.000001
cosmos1gjuxn3py273jau6r85zv92hhmr9f0p8ped96ek,5.712574
cosmos12fjuql5cvzd28fhf7sjsqvgzrwfukvtthvtz8g,19.517692
cosmos1tpdyjfj3wu3phqcaskhe8cm9mylvk2d89zfd0w,2.649905
cosmos1wvt0e3uymmk6k9eqnraah2c5spdcdxyamwwcg7,9.754999999999999
cosmos197x69hdcug5dsfyzvkau8xpuqfaq4s558jr6v5,1.821949
cosmos14009f2gvvezpqcw9m8amgpw3zy83kn4myxf32p,10
cosmos1p5yq558qd6zyf4nkm820ywv6a6zgqxca693rwv,50.647462
cosmos1xyv975kezguddq55u4yla9fh37qagl60twqjdn,30.5
cosmos1w6wnvkh5vzaum4n9jywrrhxxvln4vy5kwsja5p,1.114
cosmos1vsmsq2qmfftycvlfkagdvujsf3j9rqkrnnhs06,58
cosmos1qlgazzxser59urqmqmum57fqr9ug68vjstcklz,0.000001
cosmos139h67wp7y22ga208975zshxg7474jmwvzrttcs,0.000001
cosmos12uscfsvf53sjhk4qj6m9zxwq7xy2n5e977jtd6,275.209814
cosmos1cad8v9hl3zwpyq4df0yfxzytgfpjewqua4nmr9,33.332334
cosmos18vh7jqdel2khq8tk2vpugkna2xgaevzpcev5ec,8.457612
cosmos18560g8glq3j5fpe4x9plk4e05qv39tvtwnm53x,81.795813
cosmos1rl72rsnpdl4j509vc58kljfa27a3s5nct5tmdq,0.000001
cosmos1sp5kvl2ghml8wysjz8v4x4646wz226vvktpkd2,2.061006
cosmos147mwm4x5cn3r6nqqg9jgjk7u7el429luepnsrf,29.21037
cosmos1xs0pg2q2ck0rx7t8t6zm0u983xana0w0w62wwv,13.795974
cosmos1z9tc2ln0cak4p4v3xld567gd4rrpxmdrjtcvlg,618.319
cosmos1jmm87mv4lra8dwuemw5x7vdsc08muj95ylzl0r,52
cosmos1ds8prmvz3af27ll8mwa3l6r57v4une59gmcr9m,9.999
cosmos1wm0t3vydt7454ecxdgdd60xyvv4e6gptlfwm5c,18.782
cosmos1kv8t7fjsxr7kmjv9jcaqahv5luycnvca465yae,6.885663
cosmos1nyjqer695cy3qyhg4r2z730cuf770pux2hngk7,104.336434
cosmos1h0e6mgxluj26zn5vt2s7dwv7zf7978g0tg04ns,1.1
cosmos1fg6uecn6nupnpgu3fwumjswlrdx3u9hgdqam0w,14.561936
cosmos1szwwupkzc3xmma7hyjgujgdvc4hgz35ylvzfew,0.000001
cosmos1anl8kywtrdjw0npz50z4h9f45888chg67v7xdm,9.379117
cosmos1wu990culwyfspa7deqr2v6vamfrp2q3f56mr4l,0.001
cosmos1rd9277dngt3epyzlfjxak8rneur8ezwkx4p5mk,84.529725
cosmos1749x8vkxc2fl9nrlj40uedptlul39xqasvnahu,73.40164
cosmos1vv9txpn6gyldllv3mmj8ug3nk2akpq40er2cmz,1.497521
cosmos1c3ukhyzrafvx9zk0z3tvp47crlnfvcpu36utq4,10.253916
cosmos1pxkhw3lnzu5tg4ydv6erg33k9892jhcshppl8l,7.885231
cosmos1vjhw46653dvym4v00wc0j9ycdzz5wnc5h4dwu7,14
cosmos1zd9taarwc98q3advl9eftqrzt4r735r33955t5,0
cosmos1yduwzn7uu6jx8yf2z0uhadl4l2l6vnp5v3fpj4,0
cosmos1yk3aplwgpycqsyqjsacaxc4a05reu588rh3htc,47
cosmos1uugrus6vgp0phc5fljq3qda6n4s2qw52q2pnaa,5.8915
cosmos1x84ydymt8aea8q55xhhyckdndazsepresxj5qp,0.107709
cosmos1uf3n4fgshf9dpl3g37t0c78evu4s7xdjujln02,0.0945
cosmos1r7vthtzprmn7zgqcu7x7snf0qcp4353ndukmjh,2.064077
cosmos1yekyvfva7frx37qcjmmfcrxdjswhfuz0s5t2cf,200
cosmos1t70mjnmjz9huv9qpj2q7phfjmjxesdul7vuyyg,37.664288
cosmos1jvvmufhg4f6zq968r4kq5jvwtze3jqy63ur69j,33.56672
cosmos152hwrcr8zfx7wy992f2gc6pavglr8l3ntpjna9,3.09057
cosmos14wa9dtna7j766y25w494pakwlwmamjftakv3mk,4.889
cosmos12um9klaq45da6nmpw3mwc75d6vc7q5zwt294sh,3.76618
cosmos1jdwjh05jpea7mmjtgg0vu93lcxv2mtfqyr0dfy,39.040483
cosmos1hjteanqv07lc6shjvh94x0n3n3r0wterlxmg7n,50
cosmos1m52er7uy0se07wug5m7h5aavt3gg74vpxgp9sg,26.794
cosmos14p340mr6nm4v00fvrnzjvdndyhqz675taeey28,8
cosmos1xafj0mhghv26ueqegvx52g8w3kj3xs4geyux8f,43.093
cosmos1fa9kz054k59nkkfh4nggpyc7nkdy2s4hgvvv3l,519
cosmos1y0zkvzpyw5lf8pue9hxmynr8qr6hky86jwl9vn,2.9280660000000003
cosmos1vdrsgtdye2lyh6g24wuj3674gvdzuumv3yax2v,0.000001
cosmos1ladydhxu53py0c3wd3gdpjxpf8zdhlxtpdzh08,8.89311
cosmos1yw32ytkzs5k2d7nzhk02hjlh5nfygn8r5tmqjl,37.684
cosmos19e68z8a7t6g7jdra9yyjwj07rv54nmkun3uym3,0.999
cosmos1cqvnn2g2zhrpqgv7feaflgl3cgf90klaewc0fa,11.340631
cosmos1wh44dywkzrmdxysxs83l4lzagd2rq9w6d556kk,80.908588
cosmos15f57lnjhcyad5ccrahj3hz07klg6jj6qjp73h0,558.032258
cosmos1eg7xujvn0krfrms0mr7qwephsxeaykphpj3txk,3500.099999
cosmos1ylpjpga4p9amkru0x33y3d7u6dyevckcv07hn0,122.389082
cosmos1qkee3mv7emj6wk8rhz80d0u5zkzklf76e8mr6l,4.505217
cosmos190r0nqsrq6nt2rlzkz2epquzj3y5378z7wat6v,26.403377
cosmos1uqj259jjz2xtxtjqd3lew0p50lsnysm5ek6awj,60
cosmos1g0qa2n5yqxhw49apc8vjy0pdwhn2h0v4dwclam,3.221614
cosmos124tm37a3a6yvzja3pa55n22sl86hs4ll7jayuk,32.335422
cosmos1lhmarmvzxtwtkwjhuw26etqqr680xajvnx9xx3,0.598325
cosmos1ykhk5f5vu9sj6jxg2403q8h48d4ux4tzwzrnly,16.392439
cosmos1jgy332dfmsd6gflkmqqangqzjtdu0ypma3qdnk,0.099
cosmos138d5c4dfek5e56uwx94h6z5fjlgamkcn6jlpd4,0.000001
cosmos135fht496a7efwxedldzeukjrguwg42uqft48sv,1000
cosmos15qslesdajk992yjw9kd0rxsqsewurlp86rhegu,20.714278
cosmos1wlz9w94prfqlvq3mc2thlug7z4g9ca7zk96j2u,14.642245
cosmos1ncfna30fwvz4fx5j3ta7mdp3etsq2mrknpfsyd,0.000001
cosmos1genr5vqwd0wt0yn9s4y4wu8e5sms0x4k2yewh7,1.999
cosmos15sfky3jcws6jgwkz7u6ghu99ex50saww3ym36m,14.137202
cosmos1g9q8m0gtcsr7fa2j7favm45388fdc2nj26pfvv,61.422793
cosmos1ypt8m8h4wf7v5afvws7mggzs7xe75hsqemhry4,75.15569
cosmos1xna3fdga3zsf0g8fwvmfa9xm5a8tyc4exyxqhq,9.776336
cosmos19tu6t57rvgnn9tge3sfj6tlshkvp7t940v89up,1005.657301
cosmos1ghpyyct4ce6erwwhgy09r85zgd2362d3jhjy7u,0.000001
cosmos12g6ljleq6tlxp7kzpe3g7ryj74tj365em98xc0,400
cosmos194wfgvr0zyp908e8f2u8g6h8rg8u5xfm5wn02g,98.9901
cosmos1s43l7s99hx627scn2ldd3ey50qpj9frv89zkyv,3066.526776
cosmos1r22t863arc57kvt6802q33xu353nyx0rnu2fgg,103.721562
cosmos12sgf5a2rwxxd9tz927z95q2hyy2z7layq544aw,5.71475
cosmos1x9qefe77h6ljnzggd4wchgs7nxaaeent8uqpxf,41.57655
cosmos1gdv2awpllg64e84dw966vhpj6ae6lxuj6vp3mh,11.056034
cosmos1twhpneug4s5u8tt4d5tcvnr02ma64tjvvpgpcs,0.415602
cosmos1gcvdcw3v5mmrnxa96g5fdluvwrjuq4amsvqkah,21.062764
cosmos1umtyt9qm8ez97q9w8t6u8erj2v7flsn0f06j69,37.116
cosmos10rt42ggad7yhlfa7d0l6s7y987h569x4j93ljy,78.87
cosmos1yx7x44r5rdpyxjgq37vksztf3x540yw32e4nha,30.584482
cosmos19aduzftpke2fugq7vkf9967c88lks8x47hazpn,2.987
cosmos17y2rek39qmqnv2h5ksqpgxd44smfvkc3zdj087,400
cosmos1x83rc7zq3ak42qw92nj2ej02px3pp38pzu6j2d,11
cosmos18nd3c4gcrje6hrwqew7nyqjak39aps0y44zwfz,102.716425
cosmos17f457x50jr3msyfvwx2nh8t5uuq9eruwmgz87j,1.27621
cosmos12t7f7sh0ndyzhdkhxe06kr7kxfa5zx7c09lzp6,0
cosmos16hesyglex70umt4x2kdu0mcvvhlm3y967kfmgs,421.161001
cosmos1s0quevy4naz8mataaeeqn3g9zul6m2fhp7celh,129.876011
cosmos128zn5r9akpwx7x2xesr3x568j7qtuyyej3lqu6,4.08897
cosmos1m8v8dnwrr4qapy0vcyhennz0t3zrpvezl988w9,20.276235
cosmos1855vnx5hhx8a5us76jgwvl2lzdde5yth8nsm0j,0.000001
cosmos1w75j8tq4gvex79akzdvfzdjhkuetjsspmhx7t7,362.95097699999997
cosmos14a5dthj4vdelhgqdh84jvsphnmc0eymlf95j9u,875.273608
cosmos1ntmf585z992nr6uk8xfkn9xatmv2cdmrke0rsd,210.161049
cosmos1y5lek4xv4c88z4lqks063wpf7v2hk0gnnnv6qf,331.1122
cosmos1gd40nt3m4jy0ejhklr4r2tdy9wftjrac6fv63u,66.836647
cosmos1fhywkndjz7u4gylvg2w4g3wd7qjutm82e83d8w,0.44875
cosmos13rjyccf6e8f885l7wfelkqhjf8j0lkn0vnhxfx,100.1
cosmos15mys3f6hynq6k7tz3xnujtku8tutafvjhyn49y,38.581839
cosmos1r2wnc8k7lzgnwxnya5jkqdyq604ftw8vee25d0,588.924889
cosmos1wd83l8jhrp8jhu6n202qyklqgwpn9zt3jt3h00,26.739015
cosmos19ttx2algrdeues55s6xhmfpjtwgud50y5namre,146.94
cosmos136x82z0wmsgtg0s0l54gk2sjplnp8u5y576h2j,24.877194
cosmos1wwv26k5aa3upq4rx5xwlxf6we5d7vn9y0f7y8n,0.184791
cosmos1qh8y7v4c5p8x3klm8e94ukvendxd8gga72l4r8,0.000001
