Delegator,Amount
cosmos1yqpufdtqtdcn70sdexrxxk8gelcs4degavucu0,178.645755
cosmos1akeexj3nkgzvrpjxy6fhprq64t8uqu35q7sxa7,0.000846
cosmos18rtv3t4525vsu3epyeqz6v57qaeafksnwzk6nv,11.982
cosmos1yfjsu04whh8qzxe5fq2g3a05rfvv2fcf2taqr8,28072.079203
cosmos1cg2ptw8kqjuh2y2v9z4ncvpan50fjmgnw7t2yt,4.751123
cosmos1qz09u282hc3yyy24jq4h7j6jeeyqmt80np9ctw,0.000001
cosmos10amxhl0l7eywhvng48uyedxz29dv9mtqvuagmd,0.000001
cosmos156kuw4y732m923cm7ufq598kkz8tpagy3a3z2l,6
cosmos16me9mne44l55e67q9y7yunvgl4yzau8cgrqnux,1.138497
cosmos1repk0edu4qjp4mzfzq6xpczwr9fsu2rdhvjk8w,1.099299
cosmos1gdg4g9m398u0v3c85dtvdx59ryurxp2necjwnf,0.12705
cosmos1gehd829fdjesu6mctulw0cctjtw9kx2f0rzf2c,199.397241
cosmos14cm935c4ryde8g5c0q2fu00853ehdtj7ajn67c,150.859267
cosmos1gya3t9r44j77vxesrpgzcum8lydqnmzng04cep,7.467621
cosmos1xm5ser583rtet28nky5jc0agprmur2yptrx69v,7.48
cosmos1rgvrm2w7lzsvaelke5a55krjasc25ade55zmgm,0.000001
cosmos126nmtf4gkcxaft8fs72er6du42znyg2zzcrxx4,0.000001
cosmos1p44ppvfcdye378l6h9fdnmfve333n989c8wejy,114.498071
cosmos1rtn3swypf7zxwaxvdqmzkzangwx9pyaps9cvu9,24.376866
cosmos1rt7mcdkv6htlf36p8dg2hyht72pwxkh6d6rrxw,19.190143
cosmos1tqdzrd0q6vshy2jjkchuekfv3jwv7dy608gl3g,176.533582
cosmos10eec43ru9gakc622wa2uunfjd5pt7ekzpljzu6,0
cosmos1ht9h3m4hz7ndx05nt48hrdwm5nslh2mau34xdd,1818.459101
cosmos177v87ry2j4wlyernd8x67rurqnzazhme4yv5su,1001.71332
cosmos1xsum5hdkcckumzx8ajf3j8upr8w0vs8gac66pt,0.999906
cosmos1rncma4t78q4jl8uktrxld043myrze32mp9qyj2,25.254307
cosmos195uz2ktmwc8g0hsm8fpa70kjfvrlltlhadmldu,7.764487
cosmos1gg8ttrf7kuvc9emh8c3acyth2trc3pe9n3q44j,0.000001
cosmos128twzjec6t5n54mydf5q3cy7jtf2v3agvelxny,44.1
cosmos1u4q65udp0lm38x5jdphetqkfgwjezu8z48dy3h,0
cosmos147ezsuzws0u5j7qtd5mx7yeaw6crxtm8tl5zgg,30.970453
cosmos1p0rh9m5zuug85wcngwkfj3klzu05980nlkjtu9,0.009
cosmos1ptg6mys7u4px048ftgyk9wv6fahj02ulk45kvt,11.469207
cosmos1x5sp0raswdrum5en9l4htyetkcj6teuu2t3l9z,5.737337
cosmos1jpjacusjyym9txdp6pqug88rcq6tk05ckmc05p,1000.001035
cosmos1z92n47uyeyxwtmfsw44nawy5plxfdxpn5fzcd8,210.024046
cosmos1v452n32r0qunvdmyw52mwxn8jsw2tatsc7f9jt,133.6054
cosmos1juyhpzlaafd80vty25qnwcsjy57gwvgw4taq5a,142.526278
cosmos19pkmlw7gd94u5hsx6pgm9ys9m7e3ulgfvlglzy,28.227231
cosmos1uwvr5ny9hl0p4fj837xlr5v8l22ukxtjszu7y4,10.457735
cosmos1nkn8326yzpnff6nx4vyr7zq87qh3vkshmenjqx,14.575884
cosmos1jffe6tksyn80n9ev2ey4lgvs48cj42lthjl02y,0
cosmos1u6dzm5h987td8tgs56pa68gjnsusqfwlsz4s5v,4.984
cosmos1qnddpxqhk5rwqwdzeywjnheem7tta3gf0ycw4k,23.378566
cosmos1tta4ly9hpjzt2srjne9faucgq9akkee9ptnerv,0.000001
cosmos1gjafwappgtre2t3yvsuaa94x0wvkuf374q55ct,3.94625
cosmos168q2m5y8j97gze79nzdzcln9vu6vlatjfyjd3y,0.001
cosmos1f5u4d6m2ht0932v2suc0y2ht3wesndh9rcwgll,64.007922
cosmos1psn4acafp5vcjxxr27wj87h9xcgh4e79g6cju7,112.89
cosmos1zz36x42x5r2mnnf4l4qu9kfwrz6p9jsqjdkqm3,17.959811
cosmos18kt5jm0s3fgladuqx2qfskly456d3204gyffrs,9.982513
cosmos1gkrq2jxnhk20rz85duuhg0057m5a255hgwswdk,35.866047
cosmos1vm8lxr856c7pgmy0vak0uzckthpxetjnn9td4a,13.7845
cosmos1dt32wvjxv2tf3j2t7hgnqpd98ww8upagel2uk7,19.930886
cosmos1m936fa55m426h9m2x3x42hesvtf42a75n63jwc,5
cosmos1nvwk2r7n2mc2skwqx50a2tn66g2t45gz7l6tdz,99
cosmos1p6jegkshsavswrx98truvzjfpx72q7h5yjueaf,11.659465
cosmos1r0zau5j5ps806sqrvvng3vwg0t8xl4hyfxzmzq,305.992962
cosmos19eejpndvpkwfqp602aaxwnk3rpq6j0kn94jvgd,87.328715
cosmos1zj7278rdxm7d8rjz8myvk565twh8hyv6pa089m,0
cosmos1p5n7lsd8kqd2u8kpyhn59wtafygl204z0sds8z,11.694239
cosmos1yk80qfuhlzdrauv92sqvtjnqk6k3q2ru7x4f8s,96.4915
cosmos1d6we88ke28gkcl2gdwkk4j757nztfyw6t2rhyf,7.535157
cosmos1q0yhqk4e38nfgujmtcjz5upnu49wde0gjj3zl9,4.364718
cosmos1z3a0wasepmcs64drt2gs62lfa0wkhj6rx0l5dt,50001
cosmos1t629xev5qvzvpat6mwx8mqhetrax0602r2253y,14.786863
cosmos16xfxtfr434g0quxdjqragtqmcw9yydf40en9k0,0
cosmos152pf0dzn7zy8wl5eamdvk46azx6gzssuxqyz8p,4.3
cosmos1vjqrylz87k8496r60h0a07j0wkacj4ayah4vf6,0
cosmos1cxful6l52eh0aknkufwtwmre7c4lvhv3fygn64,3846.295994
cosmos1xszc72aanucfx4znqzf50ajvppf7qsx96t2d4t,8.043749
cosmos1nma2erese4j2xud28v9t69erylxjcuxj7utu6j,181.432242
cosmos1vzaprylc5ad8efqmaa3z5sshyxfuysfq8tavpt,4.987609
cosmos19d307x0a9wdtkyw9lket7snr9pv7s7l29agjgh,105.789863
cosmos1y4z323tq9cqk98rytqammmydwqg66wvry0wy82,0.562577
cosmos195cz4yyh6qftmrst6ldtp76rtl3ugy3ug8qavp,2.379998
cosmos15xg58wfd0d8j4xf4c6twukcshhslx86rknw3ca,29.89
cosmos18d7e7eszuzt5twmlugt8w5pfsrt3c46m6597mp,61.895
cosmos1tn2cya6q5u4qmu5ezgf27u87clgcdwuj3yfjfs,17.89275
cosmos19q5aajvy684c30qmjsq33n3h8kq87wce8t3zqk,7.92206
cosmos1vtz5n49vrp5547vsy286l38n0wsukvjghdvcwj,4.97
cosmos1mkppcy9vuyjkj0n8jyauf297tur9rgt392twxv,17.008614
cosmos1n5pzynaxtj7q5k6c30kjp6kl40kehmk9a68n63,260.674814
cosmos1zzghzx9qhlr85h3ajyvcwc87cmna8v38znuc3s,13.132393
cosmos1xr8zntel0503d9w7cuszry4djlyr4chqehssme,10
cosmos12y35h5ezam7rfmw2cr5lch6u60elxeh8el65m6,146.689508
cosmos1dvz6f6k3kz0a5nrvtvfxes5e6f66lr2eykypfv,4.191457
cosmos1py2a23p7xuht5achnn700qlyuzq2kd8k67fddp,79.966374
cosmos1z7klqu0q9g8nv69u4dyl76zkjw2lfg33dyjqme,4.441053
cosmos1yvp27rqqf6ycd89wjaq5fche4p2gcmakrfesv5,42.623467
cosmos1v7yqry452mphvp9ekfh2cvsl5jlnflq9gz57tj,11.842952
cosmos1mht05za2mn7k0e4d0q5mpzlmwul0kj89nhgjsk,2.908355
cosmos1n4wz7p38kp4daemnx4affkzs5tuj47am458azn,293.57064
cosmos16qt2f73372lly248tvk7fn7nslhdgy0l60tr33,9.032360999999998
cosmos1ml7qg37juj47mhnc0jzygkxfyu4zjgvg7dvtcl,64.1
cosmos1d8hq06524kfaf2vgsclkp55cyvhak53ztkpwcd,58.446187
cosmos187etcdvqjppj9udwa466c4xuxq6w5nwnfawxja,93.08250000000001
cosmos1gm9stluhw4xklwyv5kwx9v3veqsm2uq9scfja4,7394.506898
cosmos1ddfxyuuzhhplluu7k8v7k3hrj40jagrm48am2s,11.840686
cosmos19y5ugylauxls0n9405a9r2udwjn3wj85rhkzvq,150
cosmos1qxn5axjz0ve2d92yjn0zauzffxyrpsqk6hdeav,0.00202
cosmos129uhgsmg6ddxmfj6pxzvpcsqec9jy2ccxenjy5,5.343396
cosmos1kqtkhudvr7x4swtx7ndpgn5rlwtvgl3lcjejf5,9.461287
cosmos12g4vfyq65yf5cds4v5pr3jmdd4v6s40frlahfc,1
cosmos1f6vhp0dnzxyl97uhhrmtaxejrz0e0g8ln03kv7,8.063685
cosmos1vgulj3pw2asz0mfs2azx6n2v5guzwqm6ggcetf,159.1
cosmos1ljn80ky79cq3sv8gv80prmne3esyuxguxqqprj,124478.792291
cosmos1gru83xhdaa3sdkd6zx0sv4wmcpcd7t7a8xjqnw,0.648197
cosmos1c32vw9aur63qxl2uwsvpv5naswamqklyzlqttw,4.549
cosmos1grc3ammn06z6r8ha57jhrp8k3zxlxucw9crp3g,11.69046
cosmos14qlut0wn0uux4fe43hgvd77c9tlle63u5nk0kl,290.827276
cosmos1zh7ldt42kaq2lnsh94p5vynr67ghve0yk98zyh,10.004807
cosmos1d0e9yp9cu8x9k8mg0zmx7yh5wrf2cfaqymfzuq,3
cosmos1a246cukwlvcmcuuq7f2tnxa5uh9s9gq6vjvqtl,46.1915
cosmos1xfjmqzwsvtz4mx4rzp04j6dcgfnsa6hf32d4ea,24.369529
cosmos1dj3ghgx9ernew7673wrtkvguqpj4xtrsz284xp,60.790386
cosmos1d4az4fth2wer04uu60kfqnd83pmvpw5qqnka7g,1.340788
cosmos1c4fkxz8wrk034dqedzp3kymp7hwqr77nym57vn,1.5
cosmos18veek9jn4qd0j2ta2t30te0amvggcdqer2wvmt,0.000001
cosmos1pjxcxwg3w0wgq69ygfv75py9j0f5fvcgsffpur,4.716969
cosmos1jvq75wt44xhex7qase88wjazunlqhx9r2mxgxg,112.84028
cosmos1nu8wvq4kj6qdwwx77d6dcmfnu3ut8m42xt30d0,0
cosmos19au3sktczakgff3xcahcmn92p5w2jhgyrtv4as,39.940366
cosmos12dahuta6tqs03pc8sardljl6z830tyc30l5vjx,6.645586
cosmos1rzgpzlf4wq59ft4usvz8r8e0e7k6pcs7lluwf0,17.44606
cosmos1vg3rhzphvk5d0ejy0hj0lm8jl9y4x4h8yrxmy3,3.894539
cosmos13elr26yj9ea8klpvcd8g3cxvfflwtdq4fd0vt6,0.000001
cosmos14w3xrnwf94dg46j54m6x3amglkqdprfctskmnu,30
cosmos1vl4zdvxtff5wl2ykehtgggjd8crh6rj6svdhsk,0.005625
cosmos1uwjgpxuql6h2uwzxclp6fjl0t8wl8433cyu6yl,13.509674
cosmos1vuxvf5srg9deyck4z448xa47y2ep6w94uselns,465.077077
cosmos1lrmywr7vn32s4vsgvpe8avrtt90mql64sum0yt,0.278043
cosmos1m70k6cyw90j74r5nny22k4vvyj7rg7mjtf3067,1.5874700000000002
cosmos1n93tvjzzf2j4hus79puacq9x9r0r6vt0qhnmmy,13.44389
cosmos1qkaym2ghugpfftqywnxdejyca708y2qqjydxvv,0
cosmos1qfl3zahm4qxumyed35pgxhlwq3a5axytsunxfk,82720.77788000001
cosmos1vhry8njeetkpg229hnljswkwt322ehmwjs750h,1
cosmos1g0p97y0cv4et7fdqtnwf78qts7ff24vejqamdk,7.719729
cosmos1ghptcn2e5gqxfryqqeswykpzfh9pxs3u7ewdmk,22.497334
cosmos1ar20ln8ehc7vvkedu0255agz6mh90kkyyey6cy,0.000457
cosmos1mk4gzudqej4v65q4sz7sm0ecsy3r834e8z0z85,290.986607
cosmos1mp70tg68tj3vk77a2907q40nyhesfmkmvlxsxe,1.847013
cosmos1sv2wycajl8y0xslnrcx6nd86wssugmcue87j5h,4.237264
cosmos1455756558zywcdhvrne9tr0zemtu6lpmcla5dz,41.194903
cosmos1zdrfrtmaa7afnsd2xfs4uvhzvdva76tphlafqw,29.91375
cosmos1v42drd6g4d750qp04mp8r52uxg2va0stujqtvr,0.000001
cosmos1m94k5tkdnj056hppc3xzv55jajgu5av49e20y7,18.054906
cosmos1prqf4jl543rx2t669x07yyhj44uyy0s65qhlmy,72.72719
cosmos1zs3ctkg67x6762p5x5uwqk943jl7yvnkhj8m8v,0.01
cosmos19hd7qd6pcvtmgutvk4yxate2qc6uaglzfnhmwt,0
cosmos1djwfxdalr4a4mjderzc5j46rttc6m8sm9k60mk,0
cosmos1u72pek98602zrxk723chlejq4keupyg5dheaqx,36.494708
cosmos1qj3dfxvl8dj4gl8c9zffug6zfnr5wxega4xxj3,120.32208
cosmos19mtv7y8xfnle23kk896kmuw4ndkgd00v22h6s5,5
cosmos163nv6anr2plrrrzugzrkn7em6x4dv83ehmmnj5,0.663
cosmos14dk2lpjwymupuqd5mcxt2praxstskwt3zhm4kz,155.611658
cosmos1ttjqteucaq335vnjlaqp408a06rt22fe7g98sw,0.000001
cosmos18k7jx23nvx2ncvwz6zscnerlpusadfgz4gl07e,3.296673
cosmos1dja7v3y02shchuk3rj9d9tzwjr8pj8x6qvu9ht,5.549354
cosmos1wl29x0epqyfdsal2yshprkejkl4udsqq7mm8hq,391.068467
cosmos19y2vg2ckrcn8h7luumuxuc9fn3ljqs6uyeft7j,378.215528
cosmos1xzts73stwzheg23kxvxym3gqm0c4hdsnfapu0z,1.4975
cosmos1lmg3ea6syazpch4fzs4lu903uyzy8k9sgs3zd4,5.814867
cosmos1w7hgml0zymzzvq5cmstzrsr7rd6zc5wjqtle5x,37.081396
cosmos1qu4jz0yl78s6yrmylrss0ff8036n67x837r5dx,0.949602
cosmos1zq742s3kq46kgka7dz2gclsu0e43rxldkcwe7s,29.95
cosmos1t885w4funrvssunurwh4zuzkxxs2tnmmutav7q,5.056811
cosmos1wrzwwy3qutu00q0a7cc7zfmltmnsqs7jh4xeu8,35.29907
cosmos1wj6t9ywv2qzqnjczcz6m0guxtkc8nutyfdkks0,140.916649
cosmos1e99terxz27haxhtthn9xl2kz47rv0axrqgt8gy,1
cosmos1yt8jd7695ynmrpsfjuccl7vsvxhdj6yhcs7cfs,893.1
cosmos19hztcc6mvem9gsjljn2n38v202ha4z053fxf9c,49.641327
cosmos1keqhxja3gp9tezzdryx0eldh9a8q4awxm908dm,96.033417
cosmos1cpapj25cdx0x7d6dvu2kaqs8eg0elzqfj0flce,75.342
cosmos10u6ec40su9d6akd5qdnsud9uez25lkhdmu2uv4,32.15407
cosmos1v9y4zk3w3hzzlwa9c5264tl67hn3cwdm0vy6l0,13.61636
cosmos1c0gmczeque6xfsmn9g4w6uhrkth6q0yzn9mpv4,52.886548
cosmos1tls6ham7c2ejy2rdp93kada2n68ryum7ps3kdl,0.000001
cosmos1p7gyng5y74pvrfdnlg2h7yr7vmfs9r6gnwgqtz,133.87675
cosmos17grzdn4g9fdevnkx8rrfkdxpskjxxk0ahgeq9x,185.869912
cosmos1pq2a8atg4jryk9q6nmfztqenhvmcpl3sge5wr3,15.884191
cosmos18mh3xug9rzg8d5fw00y3wkdeuyce6mp249kccd,3.934506
cosmos122pnlvfh6r9x44908syznh6gglksa66ql4e4tn,10.007776
cosmos1j9tq8sqshe3d8fsl459cehvxps57lcqrm4uknl,111.204367
cosmos1tzz9yj3klkz3zk8wl6s2q4pppeft0vf5yktf95,0.000002
cosmos1y2rvdsc6xcm2jtg2p0jyg0j286yumft5k9deg3,8.222758
cosmos19nvkp97wnmtphc9jcfdqw8plfdh4ktxr0duwky,155.000914
cosmos1yrjyhz4lrj8x4pxmw0e9mygl82jzp8van6evvz,0
cosmos1u64a0a2hm7rffsgg58yurwpq97qecx28q6vsf8,5.980374
cosmos1fr9ryyg4rkmruh45m66s3kc0ufg572w45f0vg2,201.193164
cosmos162ptykqw9ucgt0ng7ahedqs9cs795nn8pc768g,17.268999
cosmos1yzzjduvsmwnx9r46dsvnvh6aljfsksqtm4hy06,86.955103
cosmos1z3qgnwrn8g2uheun5wxewah0ark9dw5ku4rfeu,7.170638
cosmos1z3lh0ekm4du093pwlwvreklda7d9e0z90dlr6x,12.15235
cosmos1vxlny5zl7knar5yws9vsqkvjjfu6h3dxfr5qg5,4.985
cosmos1dfq0xqv5luxusett7lwkn06hy6pgzjgw6pfgyr,28.184438
cosmos1nww9cu3w0pngp3z2l88qmf0tfh4s86zmlra8qu,49.6579
cosmos17l4q38m63jlpus2lu3tlluf9rfu2lpx5gjm9ph,6.264362
cosmos1plx77fqr8ufethzxe4cvderczfkza6kz6lqevj,23.710134
cosmos12n49v2wpc3adz26cphvc4jxr5xmmdjmwe0mcpq,47567
cosmos176sk7fun3smf4myrwu3lap240nzez0ewp7vh4n,0
cosmos1emda9t5d2w04pquwnujnrpz8wxzy59a9qdngsd,0
cosmos1gu93vhtvsxt6tcfwvz7zl67wpz3a8u3gvckfny,100.1
cosmos1vgna6xlrnln4qmsqe89x8wjwjf4yw0gyw6v7ka,0.000001
cosmos1ju524hnllm637jduke9wce9884dnfmll99trs8,23.57
cosmos123vqvfrfgvlrhr7umh4fszxx3rmzf00367mhyx,7.692289
cosmos1dvjgc0yeh0hae845um9kh9f2xpgf774sxljvsm,9.790442
cosmos1ektqummghkjszgt02dscxea2k65wq645pn6e0v,1.800681
cosmos1njctj4np50zfrcjpxs4z5w7ue3m6gheesek8sw,0.005143
cosmos1um7vrfzw8pn42yc9y92q54z6hhmuveu8xg8hmv,2645.11165
cosmos1hxukmv5vjplua4zsvpu8qd6tevzffdhryzdd54,500.40211
cosmos1swmlemmch3l47d2ze228azl4snstaw99yhp7gl,419.107116
cosmos1pycvsew3d4ddjvrrwmqkrwc7euj40ag9rauexz,36.5715
cosmos1gg3vkw8hp034wer0k7p47pehag3jvnqh62h4v8,1999.9
cosmos15498qsjzr8qnn7fdcnp3l2el96awtteh5d09xf,80000
cosmos1ka7qn8fwynsdfhj5kegrm8w6vlrtnm9q70fvwt,1277.998853
cosmos1q4aw0vtcydtn7lqmkfprm4ncmr4jdj7076mpha,90.115626
cosmos10xx0pa7fztd4zsyvha7jzyme7g7hh62w5mcap6,1.5
cosmos1zk7uj8fhwy29fjxk3ppw04ald8pe29ljxdm3xn,5.558381
cosmos1f8jrdlsgylcxr9vyrhcqk9nlda8ye682lf905c,2.000001
cosmos12mwx5z5q8y6n9mmewxylstu9xz3lr3gp2tvm2k,40
cosmos1m7kjzy4jngcflsj3f33c5qu9v6yena3ft7efny,8.199
cosmos1gptrzjaw08m0we8k3lgtpcvjqzrp3sdgmzl8zx,34.945612
cosmos1w2v49ktjanpsvrd3jh05n52vk0l67y83vtkh6z,199.417943
cosmos1279vwzp6xw8708tdtf7gg6a2d3dywevf6r4fx3,45.169408000000004
cosmos156v8w003ztexdzp0l0rs5jpenk68jnprqweg4t,20
cosmos12ek46cszurz7c2aknkjred4vtmv66wmpcjstgk,37.25
cosmos1w6em8lfvxdh4m6fjfh5v78cv2fxq5lg4ax3htx,323.302415
cosmos1xe2vpm3eed6xnj480qx6s0shnvxnhhnyl6vpd3,148.686939
cosmos1tk5s4w79g8ew0dzszr6p2qy5fy6n870sj4y35r,21.989
cosmos17fch47rwqsgchrvzxrqax7kv3aq8rkqtw57zkj,40
cosmos18kxkdfx67vgurrmq2elkdmqn0azh2e2f7z0p20,0
cosmos15e2lcf5zq287ugv8cmgp8ftevcrmge8rxk2npm,84.745391
cosmos1cx5qu5tjklz5sewu60lfthudfjswsvggrmhvz9,22.18778
cosmos13jp2eym0yv8mznjf03j8xn67th6mp39jjvn87e,99.801
cosmos1xzul45d7zmf738ek6fslvtpunrkhlkrlpk653u,9.372
cosmos1wr66pyvrqykylajluem4hmnz5gay2accjy9tfc,10.201248
cosmos1rh24muwq45dw6mthwxme9j8s8rkf3uecjhdqtz,8.046991
cosmos1tx4un39j683k3x4gt35su7273ptyz245jq62mn,118.930967
cosmos1cweq5cl6mx5ju8sseulp6knf5f8g7d82e068nn,0.188997
cosmos1gur9g7ft5lzkrsdsw2r273vnz2upv4k3f0r38f,78.228763
cosmos16zwsfgeu3sgngydx8uzzy2k5ez4hgvvkzvsuu3,2.007684
cosmos1sy6zw0v7mgep63g78rv4hp3882qjzh3r4dpa44,20.362000000000002
cosmos1h60mqjkw2ststgktwq75shtwlpydw7y7gmd5pc,0.574546
cosmos1dyptg9vsj92w5l9xn60kgw6ue4e6f9kh9mwrvt,0
cosmos1n3jl6n3mgma3gzqz70rwff7fv3st8m6m7r5chn,6.560858
cosmos1jxdx4nszha3hu2q49tylqasuc8tjct5w5t0fj3,20.546617
cosmos1y9sc25jym6738ds0qafqty8k6dsrsyn2reqw37,3
cosmos1yyax2pn2hwnwqz9am96kgutm7n0sc2pmxghle3,15.370158
cosmos1xvxvu2qtvn6lvpjl2yyeldqhq939qxft7p9wxn,0
cosmos1d9xhlm2jektst5t78eshypk53ywavrp7mm3qcx,23.95
cosmos1hyudr96t9r2mu69z0qrcqu0p40c7umrqqe8v2f,100.225
cosmos1d2y7gz6xhmypjrgnl6mascnxnraxun4n5525yq,0.000001
cosmos1rkssz74423dcwl6h8ya83z680shgym3c0ezdty,5.9965
cosmos18q83mzdqxevmf7vx043a7zrgr0kycn5h5vu924,68.287497
cosmos1tactyy8ks437gjvezmvged8qufmv5uk4e6dwmz,0.000824
cosmos1dfxsh5h2zxtkr0scru0w30stg7han4p6v27r05,40.06266
cosmos180x3gxdyvrrr0u2mhspzfm0gqe5k7szye9e28p,1314.669
cosmos1p52qe0c4npj8yur89vmjv3et94nky7kmh5599l,0.000001
cosmos158c4umxqwk6jj7y3kvcjkx0z3xdfsf9flp2ff5,130.33202
cosmos1hdj4x3fr2t3u2efywly9elkw0jvgr8g2adq9du,5.068
cosmos1660kr3s8jyxhkf8mzus9hpr7j65j4vlehajvd5,1.5
cosmos1ae0jcwwmnkvs0wd37hxx0jy5usawv0a7zeyj7j,6730.807206
cosmos1zz57xy6mwfwqrjvvlgfc3yvajthcql0279r0dr,4.332283
cosmos195pzk7v902l08q09nu2w4ddnumrylmnfv4du3u,125.227505
cosmos1fwnj2e77daa3xug6m6qayydgjsj9nsy5fk8r7f,10.226582
cosmos1zsaxj6lqr7zct6n79zy9jmnn8hkxuqugayq85n,26.17
cosmos1x0g8z5jnr3yr76j4mv2f4287955dgknxdr97ne,300
cosmos1zp6gp04mjrpwzpmmtup0n27h8qlyaadmw7v3sd,82.571406
cosmos1kjvzpa5tczy2n8a7w237qpdvw8tfu57lllkarf,84.057937
cosmos1f6xuzkuax9t6qd7v25354s0k2lt2j3qn9xn8cn,2.093697
cosmos1vc28rzlv20uu7mw6jjs8rnr4t4v7gtn7ssfl94,71.489551
cosmos1eqy3hdnpqjc6y22jnqfatwlsgg9yfk5z6xu5e6,10.978661
cosmos1z8x4nyvyqws7n3z90uad62z8h9lwx487grlwhq,8.595
cosmos1utd3v3j9kcv4paaflp2v24vflnd47aq55ve09r,11.268104
cosmos1qsd0yqc0awjw9ljjd782x30r64nrqds73pvtfq,1250.099999
cosmos1jddz0jf2lz7mxkc0desr6qm4qtz2jjylp7c6cm,210
cosmos1t8jwdfzsk5r37pm205rd6raxrgaw7d869q77t9,12.834449
cosmos1up5ntwvlhdscvux63e9yw38f5fc9x88afxf4zd,3.6521039999999996
cosmos1rs5m7sqxw6ks6960fv60zyn3km2y3j2hqn6jfc,174.562262
cosmos1zz5a86pku6j8k48pza8fgwf9hl6c7yhjetstgd,0.000001
cosmos1zlp6yzfsy5cnwnkstw36vg7dtk7j6g5p5repe6,0
cosmos13xjguxwc9y2arfrhm6vqxseda75knek2eh7tlg,0.000001
cosmos1r7t7wrglppy24h90w4jlwqfzy8r69xq67vlxmq,1
cosmos12kj6cnpdncep6g8g6dmvmxc4nfjzhhm50l3jv4,20.567617
cosmos12ectzjrugt6rgd5z8r0nu328tdm9nc2x85ttl3,21.812219
cosmos1ysgz8q2z09ay4zhj9zutvpnz97jlt529dj4enl,14.845500000000001
cosmos1qvsw99xe74pkgx5fvagtd33cxy5pl50eueg08h,37.429818
cosmos194lll6t52gs34l59u6cedena8l6sgkhwyxy7e8,49.296405
cosmos1zv74003ax8jy5crxvnkadsg73vyrjcefphpdqx,17.802802
cosmos1qkanysvu02awdsmkd34f84ukmy76gdym289dry,20.792878
cosmos1230sk2372e84tw4v0z0qt2ptur3grreqfvn53n,72.31370000000001
cosmos143z289q0draxgpfm73a2p5nl7t5p34a0td2u2y,103.431216
cosmos1mnrxlz2qm2a4vpa8zjdfnukgqvagr97fw68d2m,0.0006
cosmos19ukpvzaz2rwntmp2s5wzuaxlmlx9har5g5se0n,17.452843
cosmos1zhxl7zcz0depxqc9q4guhg49ae8q5m8rsr7mkp,0.91907
cosmos1vngzedd42f5se004zehaw4sutrfe4uuygcyn5l,1.630051
cosmos1s76974fczj0xn3e0luxx94h43705cpe8s5jaj8,375.995
cosmos1fcnn3k9ccvmyjqwadzruptczgwys3kjuzmpsvl,91.784
cosmos1u5ktra5n6sl6rx3q6qg9jns3squgdnkhedzm9h,0
cosmos1y77cgcya22e8shw3ucnfc2wkegxhnwk2au9s5t,0.000001
cosmos1830h8e2a4syha5zv0smnq37spjq35xx38lm92j,38.861797
cosmos1vvgtlg0ds0z2zke7vuprr3gv5l8rlj7gvucl2s,1305.083969
cosmos1542489xn9qz5tfu9s4yrhtp7fdg2zz4xz96hfc,21.142171
cosmos1hg2hf7jh772da75t2tq3k8u5u04pkdnqx4pxfl,0.149985
cosmos1kuvfufgg8qx8wm83y9u4wjcwz2ufhp7r9hqd4s,9.988
cosmos18d7jpa5q6we96gluuc767cacxzgq92xqdjf255,250
cosmos16jtlzz32flfzphxnmg98m2zplcxph34dy6nrlf,160.963372
cosmos1fu3qjtj04u6xlwd5z2gyyagfln3jp5xg34nga2,190.25407
cosmos15qcvhdw4ahaksd0dfyu9hvctg4qff8n98mjdla,4.163981
cosmos1d09xxsg6dg7kn33jf7edv88uhytqpq7p8hxjz3,57545.59237
cosmos1l35u272zrmhjd8sajtplexw53zg8l7x4w5e4aa,56.413312
cosmos1pezzzdzppuzrnajat503lh3370jr3978zv6uqn,5093.000002000001
cosmos1pc8v9cy0svwfhcv6pksnw56puacdu87z33cnhq,107.185428
cosmos1xahtz70j7scnl2nurcpystyc363w0d37zexvrv,9.949
cosmos1taen98vmqvnmdmlwyy9xa5z0fkfanfl55qq3ze,2.7945
cosmos1rxflkggnmks8l3ruvks3vt2qqyuwneeqs540gd,55.8915
cosmos10p6rtjzhnxkx4kzzug0n3xverevhlr5xupylmn,1004.6475
cosmos1uc6jlsnkzrr3hgznctl4ckxqx7dunaz5quxa9l,19.962367
cosmos1lftzsxchk3xxcn89cff4vze6x0cdf83e3vtxm9,548.310166
cosmos1xjgcgdycz7qf67sv2cyfmf95mxl60rsyfpvmf8,167.208733
cosmos1rp5ywyw4ja5zljf24zvp5n5a73m3cqtgv5z97t,10.448818
cosmos12am9dylz8s8rn2rssvmrha9t03rp7q8kevysj4,39.5
cosmos12dvj38gjzcxcxwwppgsfzfqryur6x8r4f99jvc,8.198829
cosmos19tf2jqxwrk4mlltjtpqw2pxdexfs98e5vqdwq0,0.000001
cosmos19w0zm7eddlx99z9p38nvz5fs4xhax2x4lrf3rx,13.758104
cosmos18h5t8dh70qs8jk8c8pptcve33sp79sjvv5v5hz,66.794155
cosmos1tu4jaguyfql3dljnywrhslnx5sgvv85khyfzfw,161.912259
cosmos1cckc52jkj23k5dqxy7ykzslhtc6w5k8g3t5utv,8
cosmos1ecnd932rdt6km4s7ufy5dpaxelkpadxf2uskqp,6.859228
cosmos190khdm7rv32j7hfdysmdnq6t7w50c22rgpucgr,5.03494
